SNP	Chromosome	GeneticDistance	Position	Phenotype	Pvalue	Qvalue	N	NumSNPsExcluded	IndexExclusionStart	DOF	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	NullLogDelta	NullGeneticVar	NullResidualVar	NullBias	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullCov05Weight	NullCov06Weight	LogDelta	GeneticVar	ResidualVar	Bias	Cov01Weight	Cov02Weight	Cov03Weight	Cov04Weight	Cov05Weight	Cov06Weight	SNPIndex	SNPCount
cg12069309	3	50312913.000000	50312913	Phenotype_001	1.720E-001	7.492E-001	204	0	12	1	1.777E+002	1.746E+002	-1.026E-002	7.483E-003	1.028E+000	1.879E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.855E-001	1.414E-002	5.279E-003	8.186E-001	-1.012E-003	6.527E-003	1.305E-001	1.110E-001	5.165E-002	-1.974E-002	1326	7848
cg21611708	20	2277040.000000	2277040	Phenotype_001	1.721E-001	7.492E-001	204	0	91	1	1.777E+002	1.746E+002	9.840E-003	7.180E-003	1.030E+000	1.878E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.806E-001	1.409E-002	5.285E-003	8.186E-001	-1.015E-003	6.445E-003	1.328E-001	1.099E-001	5.107E-002	-2.272E-002	6667	7848
cg09744051	22	43115937.000000	43115937	Phenotype_001	1.722E-001	7.492E-001	204	0	97	1	1.777E+002	1.747E+002	1.090E-002	7.958E-003	1.025E+000	1.877E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.996E-001	1.430E-002	5.261E-003	8.186E-001	-1.035E-003	6.174E-003	1.287E-001	1.123E-001	5.323E-002	-1.422E-002	7169	7848
cg14409958	8	120651652.000000	120651652	Phenotype_001	1.723E-001	7.492E-001	204	0	50	1	1.777E+002	1.746E+002	1.015E-002	7.406E-003	1.024E+000	1.877E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.444E-002	5.245E-003	8.186E-001	-1.022E-003	7.096E-003	1.256E-001	1.081E-001	5.123E-002	-1.851E-002	3180	7848
cg24977027	2	88469347.000000	88469347	Phenotype_001	1.723E-001	7.492E-001	204	0	7	1	1.777E+002	1.747E+002	1.146E-002	8.369E-003	1.026E+000	1.876E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.038E+000	1.472E-002	5.213E-003	8.186E-001	-1.006E-003	1.047E-002	1.294E-001	1.127E-001	5.425E-002	-1.303E-002	914	7848
cg02658214	12	57327964.000000	57327964	Phenotype_001	1.726E-001	7.495E-001	204	0	61	1	1.777E+002	1.746E+002	-1.032E-002	7.536E-003	1.026E+000	1.874E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.059E+000	1.495E-002	5.188E-003	8.186E-001	-9.653E-004	4.736E-003	1.236E-001	1.064E-001	4.932E-002	-1.483E-002	4531	7848
cg27286999	9	137967306.000000	137967306	Phenotype_001	1.726E-001	7.495E-001	204	0	52	1	1.777E+002	1.749E+002	-1.351E-002	9.869E-003	1.023E+000	1.874E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.041E+000	1.475E-002	5.210E-003	8.186E-001	-9.881E-004	8.768E-003	1.235E-001	1.070E-001	5.256E-002	-3.163E-002	3442	7848
cg22719623	6	154360732.000000	154360732	Phenotype_001	1.727E-001	7.495E-001	204	0	38	1	1.777E+002	1.749E+002	-1.323E-002	9.667E-003	1.035E+000	1.873E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.022E+000	1.454E-002	5.234E-003	8.186E-001	-9.492E-004	5.789E-003	1.223E-001	1.075E-001	5.034E-002	-1.604E-002	2567	7848
cg21073927	8	11562155.000000	11562155	Phenotype_001	1.729E-001	7.500E-001	204	0	46	1	1.777E+002	1.749E+002	-1.295E-002	9.464E-003	1.023E+000	1.871E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.041E+000	1.475E-002	5.210E-003	8.186E-001	-8.768E-004	9.130E-003	1.263E-001	1.097E-001	4.950E-002	-2.376E-002	2977	7848
cg23496260	5	17218089.000000	17218089	Phenotype_001	1.734E-001	7.514E-001	204	0	23	1	1.777E+002	1.749E+002	1.294E-002	9.469E-003	1.021E+000	1.867E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.048E+000	1.483E-002	5.201E-003	8.186E-001	-1.068E-003	9.272E-003	1.253E-001	1.074E-001	5.180E-002	-7.765E-003	1894	7848
cg09339301	6	163836245.000000	163836245	Phenotype_001	1.735E-001	7.514E-001	204	0	38	1	1.777E+002	1.749E+002	1.367E-002	1.001E-002	1.020E+000	1.866E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.106E+000	1.550E-002	5.131E-003	8.186E-001	-9.401E-004	5.670E-003	1.259E-001	1.113E-001	5.047E-002	2.408E-003	2584	7848
cg05650171	1	161089102.000000	161089102	Phenotype_001	1.736E-001	7.514E-001	204	0	2	1	1.777E+002	1.748E+002	1.224E-002	8.964E-003	1.041E+000	1.865E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.042E+000	1.477E-002	5.209E-003	8.186E-001	-1.045E-003	8.475E-003	1.250E-001	1.105E-001	5.005E-002	-1.458E-002	513	7848
cg01459453	1	169599212.000000	169599212	Phenotype_001	1.736E-001	7.514E-001	204	0	2	1	1.777E+002	1.746E+002	9.666E-003	7.079E-003	1.020E+000	1.865E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.042E+000	1.476E-002	5.209E-003	8.186E-001	-9.247E-004	6.991E-003	1.262E-001	1.084E-001	5.213E-002	-2.322E-002	552	7848
cg18321354	7	3084516.000000	3084516	Phenotype_001	1.737E-001	7.514E-001	204	0	38	1	1.777E+002	1.745E+002	8.966E-003	6.566E-003	1.029E+000	1.864E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.002E+000	1.432E-002	5.259E-003	8.186E-001	-1.059E-003	7.214E-003	1.318E-001	1.144E-001	5.239E-002	-2.243E-002	2613	7848
cg01580681	4	174450016.000000	174450016	Phenotype_001	1.739E-001	7.517E-001	204	0	23	1	1.777E+002	1.754E+002	2.118E-002	1.552E-002	1.050E+000	1.863E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.816E-001	1.410E-002	5.284E-003	8.186E-001	-9.888E-004	4.257E-003	1.261E-001	1.084E-001	5.352E-002	-2.159E-002	1856	7848
cg08786003	1	157670710.000000	157670710	Phenotype_001	1.740E-001	7.517E-001	204	0	2	1	1.777E+002	1.747E+002	1.059E-002	7.761E-003	1.021E+000	1.862E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.003E+000	1.434E-002	5.257E-003	8.186E-001	-1.052E-003	6.968E-003	1.334E-001	1.129E-001	5.164E-002	-2.333E-002	473	7848
cg22730004	1	158656718.000000	158656718	Phenotype_001	1.740E-001	7.517E-001	204	0	2	1	1.777E+002	1.750E+002	1.421E-002	1.042E-002	1.038E+000	1.861E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.033E+000	1.466E-002	5.220E-003	8.186E-001	-9.405E-004	9.289E-003	1.281E-001	1.109E-001	4.887E-002	-1.678E-002	485	7848
cg10929387	3	52864659.000000	52864659	Phenotype_001	1.742E-001	7.518E-001	204	0	13	1	1.777E+002	1.747E+002	-1.055E-002	7.733E-003	1.024E+000	1.860E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.010E+000	1.441E-002	5.248E-003	8.186E-001	-9.766E-004	5.073E-003	1.236E-001	1.071E-001	5.051E-002	-1.641E-002	1354	7848
cg26594445	11	64888605.000000	64888605	Phenotype_001	1.743E-001	7.518E-001	204	0	59	1	1.777E+002	1.745E+002	-8.671E-003	6.359E-003	1.023E+000	1.859E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.468E-002	5.218E-003	8.186E-001	-9.988E-004	5.860E-003	1.328E-001	1.109E-001	5.125E-002	-1.926E-002	4079	7848
cg18581445	19	4280054.000000	4280054	Phenotype_001	1.745E-001	7.523E-001	204	0	83	1	1.777E+002	1.748E+002	1.265E-002	9.280E-003	1.024E+000	1.858E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.452E-002	5.236E-003	8.186E-001	-1.041E-003	5.927E-003	1.318E-001	1.105E-001	5.096E-002	-1.119E-002	6139	7848
cg22672790	5	161112787.000000	161112787	Phenotype_001	1.747E-001	7.524E-001	204	1	27	1	1.776E+002	1.751E+002	-1.762E-002	1.293E-002	1.035E+000	1.856E+000	-1.022E+000	1.467E-002	5.279E-003	8.186E-001	5.290E-003	1.286E-001	1.105E-001	5.170E-002	-2.083E-002	8.186E-001	-1.037E+000	1.477E-002	5.239E-003	8.186E-001	-1.009E-003	7.307E-003	1.275E-001	1.098E-001	5.182E-002	-1.760E-002	2154	7848
cg24269657	13	113759771.000000	113759771	Phenotype_001	1.749E-001	7.524E-001	204	0	66	1	1.777E+002	1.752E+002	1.836E-002	1.349E-002	1.051E+000	1.854E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.801E-001	1.409E-002	5.286E-003	8.186E-001	-1.178E-003	8.792E-003	1.322E-001	1.108E-001	5.121E-002	-2.022E-002	4837	7848
cg05992340	5	58882243.000000	58882243	Phenotype_001	1.750E-001	7.524E-001	204	0	24	1	1.777E+002	1.745E+002	-9.264E-003	6.806E-003	1.019E+000	1.853E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.444E-002	5.246E-003	8.186E-001	-1.019E-003	5.831E-003	1.300E-001	1.132E-001	5.305E-002	-2.157E-002	1945	7848
cg12902039	15	28344412.000000	28344412	Phenotype_001	1.750E-001	7.524E-001	204	0	70	1	1.777E+002	1.747E+002	1.124E-002	8.259E-003	1.020E+000	1.853E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.465E-002	5.221E-003	8.186E-001	-1.008E-003	7.613E-003	1.199E-001	1.072E-001	5.248E-002	-9.028E-003	5097	7848
cg02829654	1	236046939.000000	236046939	Phenotype_001	1.751E-001	7.524E-001	204	0	2	1	1.777E+002	1.746E+002	-1.037E-002	7.623E-003	1.025E+000	1.852E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.440E-002	5.250E-003	8.186E-001	-1.021E-003	5.906E-003	1.275E-001	1.072E-001	5.225E-002	-1.686E-002	738	7848
cg08284598	20	3218145.000000	3218145	Phenotype_001	1.752E-001	7.524E-001	204	0	91	1	1.777E+002	1.747E+002	1.114E-002	8.188E-003	1.027E+000	1.851E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.440E-002	5.250E-003	8.186E-001	-9.778E-004	5.652E-003	1.295E-001	1.126E-001	5.289E-002	-1.716E-002	6677	7848
cg25552492	8	22013999.000000	22013999	Phenotype_001	1.753E-001	7.524E-001	204	0	46	1	1.777E+002	1.748E+002	1.229E-002	9.032E-003	1.025E+000	1.851E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.984E-001	1.428E-002	5.263E-003	8.186E-001	-9.874E-004	5.293E-003	1.285E-001	1.073E-001	5.338E-002	-1.491E-002	3008	7848
cg27167601	15	61521923.000000	61521923	Phenotype_001	1.753E-001	7.524E-001	204	0	70	1	1.777E+002	1.749E+002	1.277E-002	9.389E-003	1.023E+000	1.851E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.003E+000	1.434E-002	5.257E-003	8.186E-001	-9.866E-004	5.413E-003	1.301E-001	1.086E-001	5.275E-002	-1.533E-002	5166	7848
cg02430692	3	179754239.000000	179754239	Phenotype_001	1.753E-001	7.524E-001	204	0	15	1	1.777E+002	1.748E+002	1.246E-002	9.163E-003	1.030E+000	1.850E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.988E-001	1.429E-002	5.263E-003	8.186E-001	-9.418E-004	7.218E-003	1.298E-001	1.104E-001	5.201E-002	-2.139E-002	1540	7848
cg11204562	10	115511153.000000	115511153	Phenotype_001	1.756E-001	7.527E-001	204	0	55	1	1.777E+002	1.752E+002	1.895E-002	1.394E-002	1.065E+000	1.848E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.916E-001	1.421E-002	5.272E-003	8.186E-001	-1.066E-003	6.593E-003	1.297E-001	1.123E-001	5.100E-002	-1.965E-002	3685	7848
cg14696396	15	83776446.000000	83776446	Phenotype_001	1.757E-001	7.527E-001	204	0	70	1	1.777E+002	1.751E+002	-1.628E-002	1.198E-002	1.046E+000	1.847E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.067E+000	1.505E-002	5.178E-003	8.186E-001	-1.052E-003	4.323E-003	1.291E-001	1.087E-001	4.990E-002	-2.219E-002	5226	7848
cg07613278	11	43333327.000000	43333327	Phenotype_001	1.758E-001	7.527E-001	204	0	57	1	1.777E+002	1.746E+002	1.022E-002	7.525E-003	1.031E+000	1.846E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.059E+000	1.496E-002	5.188E-003	8.186E-001	-8.940E-004	7.487E-003	1.303E-001	1.128E-001	5.184E-002	-1.569E-002	3964	7848
cg22705929	11	57417974.000000	57417974	Phenotype_001	1.758E-001	7.527E-001	204	0	57	1	1.777E+002	1.746E+002	9.546E-003	7.026E-003	1.025E+000	1.846E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.046E+000	1.481E-002	5.204E-003	8.186E-001	-1.033E-003	6.071E-003	1.255E-001	1.060E-001	4.991E-002	-1.996E-002	4005	7848
cg03414321	20	30640022.000000	30640022	Phenotype_001	1.762E-001	7.539E-001	204	0	93	1	1.777E+002	1.748E+002	1.231E-002	9.065E-003	1.025E+000	1.843E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.466E-002	5.221E-003	8.186E-001	-9.683E-004	6.035E-003	1.277E-001	1.089E-001	5.067E-002	-8.853E-003	6747	7848
cg06637774	11	72975702.000000	72975702	Phenotype_001	1.763E-001	7.541E-001	204	0	59	1	1.777E+002	1.750E+002	1.481E-002	1.091E-002	1.030E+000	1.842E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.657E-001	1.393E-002	5.305E-003	8.186E-001	-9.402E-004	8.253E-003	1.300E-001	1.117E-001	5.238E-002	-9.040E-003	4146	7848
cg04311964	8	143833942.000000	143833942	Phenotype_001	1.768E-001	7.555E-001	204	0	50	1	1.777E+002	1.747E+002	1.098E-002	8.103E-003	1.029E+000	1.837E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.883E-001	1.418E-002	5.276E-003	8.186E-001	-9.785E-004	5.319E-003	1.293E-001	1.111E-001	5.061E-002	-2.741E-002	3212	7848
cg18533225	22	50986813.000000	50986813	Phenotype_001	1.771E-001	7.555E-001	204	0	97	1	1.777E+002	1.748E+002	1.219E-002	8.999E-003	1.024E+000	1.835E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.663E-001	1.394E-002	5.304E-003	8.186E-001	-9.368E-004	6.664E-003	1.326E-001	1.111E-001	5.159E-002	-2.048E-002	7193	7848
cg13059335	8	24242109.000000	24242109	Phenotype_001	1.771E-001	7.555E-001	204	0	46	1	1.777E+002	1.746E+002	-9.750E-003	7.198E-003	1.037E+000	1.835E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.026E+000	1.459E-002	5.229E-003	8.186E-001	-9.128E-004	7.110E-003	1.292E-001	1.112E-001	4.864E-002	-1.819E-002	3023	7848
cg05722918	12	101603929.000000	101603929	Phenotype_001	1.772E-001	7.555E-001	204	0	62	1	1.777E+002	1.748E+002	1.253E-002	9.255E-003	1.020E+000	1.834E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.023E+000	1.455E-002	5.234E-003	8.186E-001	-1.070E-003	7.604E-003	1.304E-001	1.131E-001	5.040E-002	-8.589E-003	4616	7848
cg14859460	5	178422244.000000	178422244	Phenotype_001	1.773E-001	7.555E-001	204	0	28	1	1.777E+002	1.754E+002	-2.330E-002	1.721E-002	1.068E+000	1.833E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.032E+000	1.466E-002	5.221E-003	8.186E-001	-9.393E-004	2.792E-003	1.261E-001	1.095E-001	5.259E-002	-1.919E-002	2196	7848
cg13821008	2	175499113.000000	175499113	Phenotype_001	1.773E-001	7.555E-001	204	0	9	1	1.777E+002	1.749E+002	-1.335E-002	9.861E-003	1.036E+000	1.833E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.043E+000	1.478E-002	5.208E-003	8.186E-001	-1.010E-003	6.632E-003	1.308E-001	1.127E-001	5.109E-002	-1.603E-002	1045	7848
cg17982102	18	9707896.000000	9707896	Phenotype_001	1.773E-001	7.555E-001	204	0	81	1	1.777E+002	1.752E+002	1.816E-002	1.341E-002	1.046E+000	1.833E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.074E+000	1.513E-002	5.170E-003	8.186E-001	-1.078E-003	6.862E-003	1.260E-001	1.061E-001	4.974E-002	-1.040E-002	5970	7848
cg20202438	1	11907986.000000	11907986	Phenotype_001	1.775E-001	7.555E-001	204	0	1	1	1.777E+002	1.745E+002	8.982E-003	6.637E-003	1.022E+000	1.831E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.026E+000	1.458E-002	5.230E-003	8.186E-001	-1.029E-003	3.972E-003	1.301E-001	1.110E-001	5.326E-002	-2.419E-002	39	7848
cg01785568	4	4864833.000000	4864833	Phenotype_001	1.775E-001	7.555E-001	204	2	17	1	1.780E+002	1.752E+002	1.269E-002	9.377E-003	1.028E+000	1.831E+000	-1.022E+000	1.462E-002	5.263E-003	8.186E-001	7.055E-003	1.287E-001	1.101E-001	5.187E-002	-1.985E-002	8.186E-001	-1.038E+000	1.475E-002	5.220E-003	8.186E-001	-9.890E-004	6.216E-003	1.269E-001	1.102E-001	5.186E-002	-1.923E-002	1631	7848
cg11664825	23	100184343.000000	100184343	Phenotype_001	1.779E-001	7.556E-001	204	0	100	1	1.777E+002	1.751E+002	1.610E-002	1.191E-002	1.028E+000	1.828E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.047E+000	1.483E-002	5.203E-003	8.186E-001	-1.044E-003	3.027E-002	1.274E-001	1.097E-001	5.316E-002	-1.805E-002	7538	7848
cg14391855	11	66104174.000000	66104174	Phenotype_001	1.779E-001	7.556E-001	204	0	59	1	1.777E+002	1.745E+002	-8.982E-003	6.643E-003	1.029E+000	1.828E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.016E+000	1.448E-002	5.241E-003	8.186E-001	-1.037E-003	6.781E-003	1.282E-001	1.094E-001	5.058E-002	-2.150E-002	4094	7848
cg16722118	7	143599982.000000	143599982	Phenotype_001	1.779E-001	7.556E-001	204	0	44	1	1.777E+002	1.745E+002	8.731E-003	6.457E-003	1.032E+000	1.828E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.003E+000	1.434E-002	5.258E-003	8.186E-001	-1.022E-003	6.677E-003	1.289E-001	1.104E-001	5.060E-002	-2.054E-002	2930	7848
cg16009558	6	101846707.000000	101846707	Phenotype_001	1.780E-001	7.556E-001	204	0	35	1	1.777E+002	1.745E+002	-8.993E-003	6.653E-003	1.019E+000	1.827E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.004E+000	1.435E-002	5.256E-003	8.186E-001	-9.434E-004	5.382E-003	1.242E-001	1.096E-001	5.216E-002	-2.096E-002	2469	7848
cg01169778	9	136038690.000000	136038690	Phenotype_001	1.782E-001	7.556E-001	204	0	52	1	1.777E+002	1.748E+002	-1.242E-002	9.196E-003	1.030E+000	1.825E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.075E+000	1.514E-002	5.169E-003	8.186E-001	-1.016E-003	6.569E-003	1.263E-001	1.102E-001	4.917E-002	-2.150E-002	3426	7848
cg01739167	17	4806344.000000	4806344	Phenotype_001	1.783E-001	7.556E-001	204	0	76	1	1.777E+002	1.746E+002	1.036E-002	7.672E-003	1.027E+000	1.825E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.900E-001	1.419E-002	5.275E-003	8.186E-001	-9.945E-004	7.947E-003	1.263E-001	1.117E-001	5.119E-002	-1.706E-002	5590	7848
cg18758482	1	33116074.000000	33116074	Phenotype_001	1.783E-001	7.556E-001	204	0	2	1	1.777E+002	1.745E+002	9.126E-003	6.756E-003	1.028E+000	1.824E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.780E-001	1.407E-002	5.290E-003	8.186E-001	-1.005E-003	6.899E-003	1.310E-001	1.128E-001	5.072E-002	-2.454E-002	151	7848
cg20426860	19	19248839.000000	19248839	Phenotype_001	1.784E-001	7.556E-001	204	0	85	1	1.777E+002	1.746E+002	1.039E-002	7.692E-003	1.025E+000	1.824E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.037E+000	1.471E-002	5.216E-003	8.186E-001	-9.742E-004	9.115E-003	1.335E-001	1.146E-001	4.893E-002	-1.817E-002	6291	7848
cg04237003	11	61522002.000000	61522002	Phenotype_001	1.784E-001	7.556E-001	204	0	59	1	1.777E+002	1.745E+002	9.465E-003	7.008E-003	1.023E+000	1.824E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.719E-001	1.400E-002	5.297E-003	8.186E-001	-9.837E-004	4.062E-003	1.302E-001	1.131E-001	5.234E-002	-2.587E-002	4035	7848
cg04659622	23	7895031.000000	7895031	Phenotype_001	1.786E-001	7.559E-001	204	0	97	1	1.777E+002	1.744E+002	-8.349E-003	6.185E-003	1.018E+000	1.822E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.809E-001	1.410E-002	5.286E-003	8.186E-001	-1.033E-003	3.135E-003	1.288E-001	1.088E-001	5.078E-002	-2.379E-002	7203	7848
cg18123948	8	11560781.000000	11560781	Phenotype_001	1.787E-001	7.559E-001	204	0	46	1	1.777E+002	1.747E+002	1.133E-002	8.394E-003	1.020E+000	1.822E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.002E+000	1.433E-002	5.259E-003	8.186E-001	-1.132E-003	5.958E-003	1.328E-001	1.138E-001	5.136E-002	-1.281E-002	2975	7848
cg18370979	5	93411837.000000	93411837	Phenotype_001	1.788E-001	7.561E-001	204	0	24	1	1.777E+002	1.746E+002	-9.556E-003	7.082E-003	1.026E+000	1.821E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.012E+000	1.443E-002	5.247E-003	8.186E-001	-9.397E-004	6.767E-003	1.304E-001	1.110E-001	4.836E-002	-1.833E-002	1990	7848
