SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SnpWeight	SnpWeightSE	OddsRatio	WaldStat	NullBias	NullCov00Weight	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullVar
cg20023231	16	22825282.000000	22825282	9.485E-016	1.432E-014	204	1.243E+001	4.494E+001	1.389E-001	1.587E-002	1.286E+000	7.658E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00404599	23	107018431.000000	107018431	9.641E-016	1.452E-014	204	1.243E+001	4.492E+001	1.389E-001	1.588E-002	1.346E+000	7.654E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26755793	18	24220540.000000	24220540	1.077E-015	1.619E-014	204	1.243E+001	4.481E+001	-1.387E-001	1.589E-002	1.363E+000	7.623E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21907579	12	114845868.000000	114845868	1.203E-015	1.806E-014	204	1.243E+001	4.470E+001	1.482E-001	1.701E-002	1.470E+000	7.593E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12951282	17	7018416.000000	7018416	1.233E-015	1.846E-014	204	1.243E+001	4.468E+001	-1.436E-001	1.649E-002	1.329E+000	7.586E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21376883	1	236850232.000000	236850232	1.238E-015	1.851E-014	204	1.243E+001	4.467E+001	1.542E-001	1.770E-002	1.502E+000	7.585E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21096399	11	119188145.000000	119188145	1.287E-015	1.921E-014	204	1.243E+001	4.463E+001	1.436E-001	1.650E-002	1.466E+000	7.575E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16812893	21	31813075.000000	31813075	1.403E-015	2.089E-014	204	1.243E+001	4.455E+001	-1.494E-001	1.719E-002	1.401E+000	7.551E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08441170	10	26223100.000000	26223100	1.470E-015	2.186E-014	204	1.243E+001	4.450E+001	1.469E-001	1.692E-002	1.356E+000	7.538E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25574024	11	2161894.000000	2161894	1.474E-015	2.187E-014	204	1.243E+001	4.450E+001	1.496E-001	1.724E-002	1.434E+000	7.538E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16773899	5	83680326.000000	83680326	1.499E-015	2.220E-014	204	1.243E+001	4.448E+001	1.433E-001	1.651E-002	1.240E+000	7.533E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00995327	3	142838847.000000	142838847	1.576E-015	2.329E-014	204	1.243E+001	4.443E+001	1.445E-001	1.667E-002	1.240E+000	7.519E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00512279	10	119000991.000000	119000991	1.658E-015	2.447E-014	204	1.243E+001	4.438E+001	1.391E-001	1.605E-002	1.247E+000	7.505E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10457247	8	70983079.000000	70983079	1.665E-015	2.451E-014	204	1.243E+001	4.438E+001	1.479E-001	1.708E-002	1.280E+000	7.504E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07380959	7	93520323.000000	93520323	1.699E-015	2.497E-014	204	1.243E+001	4.436E+001	1.411E-001	1.630E-002	1.280E+000	7.499E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03469054	12	130387861.000000	130387861	1.728E-015	2.535E-014	204	1.243E+001	4.434E+001	1.389E-001	1.605E-002	1.366E+000	7.494E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04527918	2	27531170.000000	27531170	1.795E-015	2.628E-014	204	1.243E+001	4.430E+001	1.377E-001	1.591E-002	1.339E+000	7.484E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21053529	15	35046760.000000	35046760	1.960E-015	2.864E-014	204	1.243E+001	4.421E+001	1.346E-001	1.559E-002	1.345E+000	7.460E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21296676	6	133561660.000000	133561660	1.992E-015	2.906E-014	204	1.243E+001	4.420E+001	1.428E-001	1.654E-002	1.371E+000	7.455E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20339230	15	92937360.000000	92937360	2.017E-015	2.937E-014	204	1.243E+001	4.419E+001	1.418E-001	1.642E-002	1.251E+000	7.452E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17032587	23	150903247.000000	150903247	2.024E-015	2.942E-014	204	1.243E+001	4.418E+001	-1.397E-001	1.619E-002	1.336E+000	7.451E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07651242	7	45614720.000000	45614720	2.115E-015	3.068E-014	204	1.243E+001	4.414E+001	1.388E-001	1.609E-002	1.211E+000	7.439E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00418150	11	44327869.000000	44327869	2.182E-015	3.160E-014	204	1.243E+001	4.411E+001	1.360E-001	1.578E-002	1.305E+000	7.431E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26365854	11	44330903.000000	44330903	2.193E-015	3.169E-014	204	1.243E+001	4.410E+001	1.437E-001	1.667E-002	1.261E+000	7.429E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11297236	16	20416475.000000	20416475	2.238E-015	3.228E-014	204	1.243E+001	4.408E+001	-1.409E-001	1.636E-002	1.288E+000	7.424E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17389519	10	23480730.000000	23480730	2.270E-015	3.268E-014	204	1.243E+001	4.407E+001	1.457E-001	1.692E-002	1.360E+000	7.420E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14449051	12	85306474.000000	85306474	2.289E-015	3.290E-014	204	1.243E+001	4.406E+001	1.354E-001	1.572E-002	1.249E+000	7.418E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14958635	5	134870977.000000	134870977	2.363E-015	3.390E-014	204	1.243E+001	4.403E+001	1.396E-001	1.622E-002	1.282E+000	7.409E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19172575	8	11567721.000000	11567721	2.373E-015	3.399E-014	204	1.243E+001	4.402E+001	1.654E-001	1.922E-002	1.464E+000	7.408E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23338195	8	118146418.000000	118146418	2.382E-015	3.405E-014	204	1.243E+001	4.402E+001	-1.514E-001	1.759E-002	1.483E+000	7.407E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07494047	19	57862713.000000	57862713	2.421E-015	3.455E-014	204	1.243E+001	4.400E+001	1.400E-001	1.627E-002	1.243E+000	7.402E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05056120	5	158527702.000000	158527702	2.444E-015	3.481E-014	204	1.243E+001	4.399E+001	1.326E-001	1.542E-002	1.249E+000	7.400E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12005098	10	91295338.000000	91295338	2.476E-015	3.520E-014	204	1.243E+001	4.398E+001	1.421E-001	1.652E-002	1.242E+000	7.396E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07260592	6	161100122.000000	161100122	2.510E-015	3.562E-014	204	1.243E+001	4.397E+001	1.429E-001	1.662E-002	1.589E+000	7.393E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13917504	7	130131258.000000	130131258	2.532E-015	3.586E-014	204	1.243E+001	4.396E+001	1.460E-001	1.698E-002	1.503E+000	7.390E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11323198	16	62069806.000000	62069806	2.538E-015	3.589E-014	204	1.243E+001	4.396E+001	1.478E-001	1.719E-002	1.560E+000	7.390E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11802013	11	69469175.000000	69469175	2.692E-015	3.800E-014	204	1.243E+001	4.390E+001	-1.518E-001	1.768E-002	1.388E+000	7.374E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25465406	17	7906098.000000	7906098	2.806E-015	3.953E-014	204	1.243E+001	4.386E+001	1.384E-001	1.613E-002	1.262E+000	7.362E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17628717	7	43351208.000000	43351208	2.853E-015	4.012E-014	204	1.243E+001	4.384E+001	-1.441E-001	1.680E-002	1.352E+000	7.358E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00638514	17	72932048.000000	72932048	2.935E-015	4.121E-014	204	1.243E+001	4.381E+001	1.332E-001	1.554E-002	1.267E+000	7.350E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16422907	13	37006734.000000	37006734	3.185E-015	4.464E-014	204	1.243E+001	4.373E+001	1.497E-001	1.749E-002	1.483E+000	7.328E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16335762	16	66637919.000000	66637919	3.218E-015	4.502E-014	204	1.243E+001	4.372E+001	1.383E-001	1.616E-002	1.314E+000	7.325E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09186006	10	91295299.000000	91295299	3.270E-015	4.567E-014	204	1.243E+001	4.370E+001	1.424E-001	1.664E-002	1.262E+000	7.321E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12818699	6	24877582.000000	24877582	3.443E-015	4.800E-014	204	1.243E+001	4.365E+001	-1.467E-001	1.716E-002	1.307E+000	7.307E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04270799	12	57944059.000000	57944059	3.501E-015	4.872E-014	204	1.243E+001	4.364E+001	1.368E-001	1.601E-002	1.255E+000	7.302E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07028533	7	145813439.000000	145813439	3.530E-015	4.902E-014	204	1.243E+001	4.363E+001	1.414E-001	1.655E-002	1.243E+000	7.300E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07536847	1	18957232.000000	18957232	3.536E-015	4.902E-014	204	1.243E+001	4.363E+001	1.412E-001	1.652E-002	1.357E+000	7.300E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01722994	16	10277317.000000	10277317	3.580E-015	4.956E-014	204	1.243E+001	4.361E+001	1.408E-001	1.648E-002	1.298E+000	7.296E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20305726	20	123613.000000	123613	3.832E-015	5.294E-014	204	1.243E+001	4.355E+001	-1.318E-001	1.545E-002	1.334E+000	7.278E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04907257	5	7395318.000000	7395318	3.905E-015	5.387E-014	204	1.243E+001	4.353E+001	1.460E-001	1.712E-002	1.382E+000	7.273E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12448933	17	72667378.000000	72667378	3.944E-015	5.430E-014	204	1.243E+001	4.352E+001	1.346E-001	1.579E-002	1.367E+000	7.270E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05203877	14	70655686.000000	70655686	4.002E-015	5.500E-014	204	1.243E+001	4.350E+001	1.361E-001	1.597E-002	1.223E+000	7.266E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23196831	8	121137537.000000	121137537	4.410E-015	6.051E-014	204	1.243E+001	4.341E+001	1.411E-001	1.658E-002	1.285E+000	7.240E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03238797	16	77468893.000000	77468893	4.755E-015	6.513E-014	204	1.243E+001	4.333E+001	1.474E-001	1.735E-002	1.300E+000	7.220E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10920957	16	87635473.000000	87635473	4.888E-015	6.683E-014	204	1.243E+001	4.330E+001	1.319E-001	1.553E-002	1.220E+000	7.212E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20491707	10	47083283.000000	47083283	4.978E-015	6.795E-014	204	1.243E+001	4.329E+001	1.489E-001	1.754E-002	1.509E+000	7.207E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24926042	12	52799999.000000	52799999	5.162E-015	7.034E-014	204	1.243E+001	4.325E+001	-1.275E-001	1.502E-002	1.334E+000	7.198E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07570142	6	132722421.000000	132722421	5.267E-015	7.164E-014	204	1.243E+001	4.323E+001	1.387E-001	1.635E-002	1.215E+000	7.192E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16501028	11	32450000.000000	32450000	5.341E-015	7.253E-014	204	1.243E+001	4.322E+001	1.418E-001	1.672E-002	1.334E+000	7.188E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03853987	2	101034279.000000	101034279	5.577E-015	7.559E-014	204	1.243E+001	4.317E+001	1.384E-001	1.634E-002	1.197E+000	7.177E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21372914	19	7828144.000000	7828144	5.790E-015	7.835E-014	204	1.243E+001	4.314E+001	-1.302E-001	1.538E-002	1.278E+000	7.167E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18938204	20	39994857.000000	39994857	5.859E-015	7.915E-014	204	1.243E+001	4.312E+001	1.370E-001	1.619E-002	1.259E+000	7.163E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14547335	3	10491247.000000	10491247	5.984E-015	8.069E-014	204	1.243E+001	4.310E+001	-1.454E-001	1.719E-002	1.321E+000	7.158E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20083676	9	91605999.000000	91605999	6.142E-015	8.269E-014	204	1.243E+001	4.308E+001	1.381E-001	1.633E-002	1.514E+000	7.151E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11438428	10	23481594.000000	23481594	6.284E-015	8.445E-014	204	1.243E+001	4.305E+001	1.385E-001	1.638E-002	1.252E+000	7.145E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08432727	2	5831722.000000	5831722	6.403E-015	8.590E-014	204	1.243E+001	4.304E+001	1.425E-001	1.686E-002	1.577E+000	7.140E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02141570	3	197808633.000000	197808633	6.486E-015	8.686E-014	204	1.243E+001	4.302E+001	1.360E-001	1.609E-002	1.388E+000	7.136E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12582959	19	56159199.000000	56159199	6.771E-015	9.052E-014	204	1.243E+001	4.298E+001	1.431E-001	1.695E-002	1.286E+000	7.125E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12232463	2	100926650.000000	100926650	6.814E-015	9.095E-014	204	1.243E+001	4.297E+001	-1.401E-001	1.659E-002	1.411E+000	7.123E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26548883	17	34329899.000000	34329899	6.957E-015	9.269E-014	204	1.243E+001	4.295E+001	-1.381E-001	1.637E-002	1.420E+000	7.117E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26747293	5	38258670.000000	38258670	7.032E-015	9.354E-014	204	1.243E+001	4.294E+001	1.405E-001	1.666E-002	1.226E+000	7.114E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04988423	11	44331577.000000	44331577	7.184E-015	9.540E-014	204	1.243E+001	4.292E+001	1.377E-001	1.634E-002	1.214E+000	7.109E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02932669	13	102068258.000000	102068258	7.275E-015	9.645E-014	204	1.243E+001	4.291E+001	1.326E-001	1.573E-002	1.317E+000	7.105E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09863066	22	37214864.000000	37214864	7.634E-015	1.010E-013	204	1.243E+001	4.286E+001	-1.398E-001	1.660E-002	1.385E+000	7.092E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21269934	4	2060219.000000	2060219	7.706E-015	1.018E-013	204	1.243E+001	4.285E+001	1.380E-001	1.639E-002	1.281E+000	7.090E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12571423	13	37006748.000000	37006748	7.890E-015	1.041E-013	204	1.243E+001	4.283E+001	1.396E-001	1.659E-002	1.460E+000	7.083E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23596123	5	140530222.000000	140530222	7.925E-015	1.043E-013	204	1.243E+001	4.282E+001	-1.400E-001	1.664E-002	1.385E+000	7.082E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19764436	22	23413260.000000	23413260	8.316E-015	1.093E-013	204	1.243E+001	4.277E+001	1.333E-001	1.585E-002	1.270E+000	7.069E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02121427	3	194091192.000000	194091192	8.412E-015	1.104E-013	204	1.243E+001	4.276E+001	-1.418E-001	1.687E-002	1.389E+000	7.066E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25302419	5	11904015.000000	11904015	8.520E-015	1.116E-013	204	1.243E+001	4.275E+001	1.432E-001	1.704E-002	1.240E+000	7.063E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01593190	5	178772793.000000	178772793	8.695E-015	1.137E-013	204	1.243E+001	4.273E+001	1.351E-001	1.609E-002	1.241E+000	7.057E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26609631	13	28366814.000000	28366814	9.391E-015	1.226E-013	204	1.243E+001	4.265E+001	1.308E-001	1.559E-002	1.342E+000	7.037E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23092823	1	53528612.000000	53528612	1.016E-014	1.324E-013	204	1.243E+001	4.258E+001	1.415E-001	1.690E-002	1.373E+000	7.016E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10124201	2	198650752.000000	198650752	1.046E-014	1.362E-013	204	1.243E+001	4.255E+001	1.449E-001	1.731E-002	1.512E+000	7.008E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21716693	6	36806882.000000	36806882	1.063E-014	1.381E-013	204	1.243E+001	4.253E+001	1.345E-001	1.607E-002	1.322E+000	7.004E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23326689	8	80523461.000000	80523461	1.075E-014	1.395E-013	204	1.243E+001	4.252E+001	1.403E-001	1.677E-002	1.368E+000	7.001E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11251858	6	152129036.000000	152129036	1.088E-014	1.409E-013	204	1.243E+001	4.251E+001	1.422E-001	1.701E-002	1.325E+000	6.997E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19853494	1	169680613.000000	169680613	1.162E-014	1.502E-013	204	1.243E+001	4.244E+001	-1.327E-001	1.588E-002	1.338E+000	6.980E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21529533	6	29796015.000000	29796015	1.164E-014	1.503E-013	204	1.243E+001	4.244E+001	1.315E-001	1.574E-002	1.294E+000	6.979E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17791651	1	38513489.000000	38513489	1.217E-014	1.568E-013	204	1.243E+001	4.240E+001	1.275E-001	1.527E-002	1.253E+000	6.968E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13180098	3	129246923.000000	129246923	1.265E-014	1.626E-013	204	1.243E+001	4.236E+001	-1.274E-001	1.527E-002	1.300E+000	6.957E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15461516	11	45686369.000000	45686369	1.266E-014	1.626E-013	204	1.243E+001	4.236E+001	1.366E-001	1.638E-002	1.244E+000	6.957E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00443307	12	9141740.000000	9141740	1.286E-014	1.649E-013	204	1.243E+001	4.234E+001	-1.347E-001	1.616E-002	1.325E+000	6.953E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20523861	13	70682324.000000	70682324	1.301E-014	1.666E-013	204	1.243E+001	4.233E+001	1.368E-001	1.641E-002	1.387E+000	6.950E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24019564	1	25257566.000000	25257566	1.307E-014	1.669E-013	204	1.243E+001	4.232E+001	1.445E-001	1.733E-002	1.292E+000	6.948E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09191327	9	133540108.000000	133540108	1.308E-014	1.669E-013	204	1.243E+001	4.232E+001	1.354E-001	1.624E-002	1.238E+000	6.948E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00792849	15	35046610.000000	35046610	1.316E-014	1.677E-013	204	1.243E+001	4.232E+001	1.391E-001	1.669E-002	1.472E+000	6.947E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21922574	18	70535925.000000	70535925	1.369E-014	1.742E-013	204	1.243E+001	4.228E+001	1.401E-001	1.682E-002	1.309E+000	6.936E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05152459	23	75005087.000000	75005087	1.388E-014	1.762E-013	204	1.243E+001	4.227E+001	1.492E-001	1.791E-002	1.483E+000	6.933E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09313439	18	25757211.000000	25757211	1.399E-014	1.773E-013	204	1.243E+001	4.226E+001	1.368E-001	1.644E-002	1.234E+000	6.930E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26651233	14	85996101.000000	85996101	1.407E-014	1.780E-013	204	1.243E+001	4.225E+001	1.384E-001	1.663E-002	1.344E+000	6.929E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04770504	7	24797363.000000	24797363	1.408E-014	1.780E-013	204	1.243E+001	4.225E+001	1.341E-001	1.611E-002	1.226E+000	6.929E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22411207	8	57026301.000000	57026301	1.459E-014	1.841E-013	204	1.243E+001	4.222E+001	1.419E-001	1.705E-002	1.359E+000	6.919E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00347904	6	35182508.000000	35182508	1.509E-014	1.901E-013	204	1.243E+001	4.218E+001	1.290E-001	1.552E-002	1.241E+000	6.910E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27319898	7	88389003.000000	88389003	1.518E-014	1.910E-013	204	1.243E+001	4.218E+001	1.393E-001	1.676E-002	1.244E+000	6.908E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08977371	16	82660490.000000	82660490	1.533E-014	1.925E-013	204	1.243E+001	4.217E+001	1.276E-001	1.536E-002	1.282E+000	6.906E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17183546	4	4387879.000000	4387879	1.606E-014	2.014E-013	204	1.243E+001	4.212E+001	1.304E-001	1.570E-002	1.274E+000	6.893E+001	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
